record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0001,minimax,minimax-m2.7,1,1.7,4,4.7,True,False,False,Richard of Forlì and the entire philosophical/theological section appear completely fabricated and not in source
full_chunk_0001,minimax-v2,minimax-m2.7,1,1.7,1,3.5,False,True,True,Refuses to translate; provides meta-commentary instead of actual Latin translation
full_chunk_0001,opus-sweep,minimax-m2.7,1,1.7,4,4.7,False,False,True,Refuses translation entirely; bibliographic title is extractable despite OCR issues
full_chunk_0001,opus-sweep,minimax-m2.7,1,1.7,3,3.7,False,False,True,Translation is a refusal claiming OCR corruption; no actual Latin-to-English rendering provided
full_chunk_0002,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0002,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate overall; cuts off mid-sentence at end. 'acciden' likely 'accidens' (accident) truncated.
full_chunk_0002,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate but omits 'ex nihilo' (from nothing) in the creation of intellects; text cuts off mid-sentence
full_chunk_0003,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0003,minimax,minimax-m2.7,2,2.8,2,3.5,True,True,False,Preamble with meta-commentary and 'The text discusses' editorial intrusions; large portions of Latin left untranslated; stops mid-passage
full_chunk_0003,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends abruptly mid-sentence; truncation reduces utility though no clear errors detected
full_chunk_0004,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0004,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Repeated 'nor unity' fails to distinguish 'nec unum' (one) from 'nec unitas' (unity); creature sentence confusing; text cuts off mid-word
full_chunk_0004,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally faithful; some phrases awkward like 'any state of the spiritual' and minor omissions in the sphere quote.
full_chunk_0005,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0005,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends abruptly mid-biblical quote; awkward phrasing like 'impius piety...has made cruel'
full_chunk_0005,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate but stiff; occasional overly literal renderings like 'he is to be admitted'
full_chunk_0006,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0006,minimax,minimax-m2.7,4,4.4,5,4.5,False,False,False,Accurate translation of dense Latin theological prose; 'iores' correctly rendered as 'all'
full_chunk_0006,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation is generally accurate but ends abruptly mid-sentence; OCR corruption in source may explain some garbled passages.
full_chunk_0007,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0007,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation cuts off mid-word at end; some interpretive phrasing and missing Latin words like 'presentem'
full_chunk_0007,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation is mostly faithful; minor OCR issues in source make some passages unclear but meaning is preserved. Some phrasing like 'according to the standard of your majesty' is slightly awkward.
full_chunk_0008,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0008,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly accurate; 'forced into the soul' for 'interclusa' is awkward; 'kindly' for 'benevixerunt' questionable
full_chunk_0008,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Key inversion: 'Nemo salvatur invitus' rendered as 'conquered the faith' instead of 'unwillingly'; English cuts off mid-sentence.
full_chunk_0009,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0009,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate overall; Bible quotes match correctly; minor gloss added for 'miserie' as 'bountifulness'.
full_chunk_0009,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation; 'infidelium' rendered as 'unfaithful' (a bit archaic) rather than 'unbelievers'
full_chunk_0010,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0010,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation cuts off mid-sentence; otherwise accurate and captures theological content well
full_chunk_0010,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate; 'immutable perseverance' is slightly off for 'immutabilitas'; some OCR artifacts in Latin
full_chunk_0011,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0011,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation is cut off mid-sentence; misses final passage on demons creating serpents/bees
full_chunk_0011,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Text ends mid-sentence with truncation; 'elevated in divine estimations' is unclear translation; some passages rough but generally captures meaning
full_chunk_0012,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0012,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate but translation is slightly polished/smoothed; some Latin OCR garbling may affect precision
full_chunk_0012,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation captures meaning but with rough passages; 'committed' and 'decorat operibus' elaborated beyond Latin
full_chunk_0013,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0013,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly faithful; 'lena' interpretation debatable; 'implicationes' rendered awkwardly; text cuts off at end
full_chunk_0013,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation truncated mid-sentence; 'penetratam' misread as 'all'; minor interpretive choices in 'sub officio' and 'digito cordiali'
full_chunk_0014,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0014,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate translation with good handling of theological terms; 'are spared' slightly misrepresents 'despiciunt' for incarnation mercy
full_chunk_0014,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation captures gist but contains interpretive guesses due to severely corrupted Latin source text
full_chunk_0015,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0015,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Generally accurate translation; some interpretive choices (e.g., 'speaking' for 'vaticinante') slightly weaken precision"
full_chunk_0016,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0016,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Translation cuts off mid-sentence; ellipses mark missing content; OCR errors complicate assessment
full_chunk_0016,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends abruptly mid-word at 'understandin' - page 044 is incomplete; 'most sacred' adds to Latin
full_chunk_0017,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0017,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Accurate translation of the Latin passage on belief and Scripture, though the English ends mid-sentence where the Latin continues"
full_chunk_0017,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly accurate; 'sapientibus' rendered as 'wise' loses the 'humble' connotation; translation cuts off mid-sentence
full_chunk_0018,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0018,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Minor omissions like 'fortitudine' skipped; some awkward phrasing but core meaning conveyed well
full_chunk_0018,minimax-v2,minimax-m2.7,3,3.5,4,4.7,False,False,False,Missing 'of truth' at end; translation cuts off mid-sentence
full_chunk_0019,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0019,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally faithful; minor interpretive choices like 'equity' for aequitatis and some restructuring in the Church-Scripture passage
full_chunk_0019,minimax-v2,minimax-m2.7,4,4.4,5,4.5,False,False,False,Translation is accurate overall; minor interpretive additions like 'Espoused' and slight omission of 'magnae' in 'great authority'
full_chunk_0020,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0020,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation ends abruptly mid-sentence with 'with a surrender of'—appears truncated/incomplete
full_chunk_0020,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation faithful overall; ends abruptly mid-word 'abjure h' suggesting truncation.
full_chunk_0021,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0021,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation; 'inlibris' rendered as 'written' is acceptable; fluent English overall
full_chunk_0021,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Relegit left untranslated; Credite mihi clause kept in Latin; some awkward phrasing
full_chunk_0022,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0022,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,"Mostly accurate; OCR corruption handled well, some minor interpretive liberties but core content preserved"
full_chunk_0022,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate but some awkward phrasing; abbreviations in damaged Latin handled reasonably
full_chunk_0023,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0023,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation captures main argument well; minor imprecisions in handling scribal abbreviations
full_chunk_0023,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation appears accurate; ends mid-sentence but source chunk also cuts off at same point
full_chunk_0024,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0024,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate; text cuts off mid-word at end; minor phrasing liberties but substance intact
full_chunk_0024,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Good translation; minor semantic drift in 'ignite' for 'igneous', and sentence ends abruptly mid-word"
full_chunk_0025,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0025,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,'On Continence' is suspect—Latin 'pudetia' likely means 'On Providence'; 'correspondentur' mistranslated as 'dwell'
full_chunk_0025,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends mid-passage; omits final sentences about subterranean demons vanishing and sounds
full_chunk_0026,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0026,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Generally accurate; last sentence incomplete, minor awkwardness in 'original displeasure'"
full_chunk_0026,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation is mostly accurate but 'maleficia' kept untranslated; some awkward phrasing like 'is and is not the creator'
full_chunk_0027,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0027,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Several interpretive errors: physician sought/should seek reversal; 'kings rule' likely inverted for 'nec reges imperant'; some garbled Latin sections handled reasonably
full_chunk_0027,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate overall; cuts off mid-thought at end; 'arbitrium' left as Latinism slightly awkward
full_chunk_0028,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0028,minimax,minimax-m2.7,2,2.8,3,3.7,False,False,False,Inverted meaning: 'not baptized' should be 'are baptized'; translation truncated mid-sentence
full_chunk_0028,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Solid translation; minor awkwardness in 'comes into scruples' and 'accidentia'; cuts off mid-sentence
full_chunk_0029,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0029,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Missing 'elatos' at end of prosperity clause; 'fecunda' may be corruption for 'secunda' (second/adversity)
full_chunk_0029,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation with minor stylistic choices; 'scourged' for 'lacerabuntur' is plausible given corrupted source.
full_chunk_0030,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0030,minimax,minimax-m2.7,4,4.4,4,4.7,True,False,False,Translation adds Matthew 6:26-30 (birds and lilies) not explicitly in source Latin
full_chunk_0030,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation accurate overall but cuts off mid-Gospel quote; several difficult Latin passages handled reasonably
full_chunk_0031,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0031,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly accurate but translation ends mid-sentence and some garbled OCR passages approximated
full_chunk_0031,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Good translation overall; abrupt ending at 'bu' reflects source cut-off, minor phrasing could be smoother"
full_chunk_0032,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0032,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation is reasonable but truncates Latin (ends mid-word at 'rep') and misreads 'distinctiffime' as 'most distinct novelty'
full_chunk_0032,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation is accurate but ends abruptly mid-sentence; Latin continues beyond provided English
full_chunk_0033,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.82 (pending GLM/Sonnet re-grade)
full_chunk_0033,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends abruptly mid-sentence with 'Gospe' cut off; faithful overall though some paraphrasing
full_chunk_0033,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation mostly accurate; 'varietites' typo present; ending cuts off mid-sentence matching Latin
