record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; Herbipolim→Würzburg and Spanheimensis→Sponheim are correct standard renderings
full_chunk_0001,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Strong translation of the theological prologue; 'Boparthiano' may be an OCR error for 'Bopardiano'
full_chunk_0001,minimax-v2,minimax-m2.7,5,4.3,4,4.7,False,False,False,"Accurate translation of title page, dedication, and opening; minor structural additions for readability are reasonable."
full_chunk_0002,public-history,claude-sonnet-4-6,3,3.0,3,3.0,False,False,False,Latin is entirely [unclear]; English is plausible scholastic content but unverifiable against source. No fabricated names/dates.
full_chunk_0002,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Good translation overall; 'potentia' as 'power' rather than 'potentiality' loses philosophical nuance
full_chunk_0002,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Strong translation of philosophical contrast; final sentence truncates mid-word at 'at'
full_chunk_0003,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate throughout; title page, preface, and Q1 all faithfully rendered; [unclear] markers honest"
full_chunk_0003,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation omits key Latin passages and truncates Dionysius quote; some attribute descriptions inverted
full_chunk_0003,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate; slightly clunky phrasing in places but meaning preserved well
full_chunk_0004,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; 'Christophilo Paulo' rendered correctly; minor OCR gaps handled; [unclear] at end is honest flag
full_chunk_0004,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly accurate; slight interpretive expansions in places; trailing ellipsis at end matches broken Latin source
full_chunk_0004,minimax-v2,minimax-m2.7,3,3.5,4,4.7,True,False,False,Bracket added '[will be]' not in Latin; some interpretive renderings where OCR obscures meaning
full_chunk_0005,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; Empedocles sphere quote faithfully rendered; [unclear] at cut-off is honest flag
full_chunk_0005,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Minor addition of 'though with difficulty'; otherwise accurate and fluent translation of theological argument.
full_chunk_0005,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation accurate overall but cuts off mid-word at end; last line 'undoubtingly belie' is incomplete
full_chunk_0006,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,[unclear] for Christophylus is honest flag; 'Cusa fellow Mosellan' matches comosellani; all content accurately rendered
full_chunk_0006,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Good overall but 'semel' rendered as 'once' is awkward; page header [Page 026] added without Latin source
full_chunk_0006,minimax-v2,minimax-m2.7,5,4.3,4,4.7,False,False,False,High quality translation; English ends mid-sentence due to source text corruption
full_chunk_0007,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; 'Christophylus' rendered faithfully; final sentence correctly marked [unclear] at truncation
full_chunk_0007,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Translation ends abruptly mid-sentence with 'For which of the Chri' - appears truncated
full_chunk_0007,minimax-v2,minimax-m2.7,2,2.8,3,3.7,False,False,False,Critical error: 'nidefignantur Christians' was translated as 'are Christians' when it means 'are NOT Christians'; missing 'non' inverts meaning entirely
full_chunk_0008,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate and complete throughout; all Gospel quotes, Augustine citation, and theological arguments faithfully rendered."
full_chunk_0008,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,"Mostly accurate translation; infideles rendered awkwardly as 'faithful' near start, minor fluency issues"
