record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0001,minimax,minimax-m2.7,2,2.8,3,3.7,True,False,False,Genesis chapter 7 is wrong—Latin mentions preceptive part of Genesis chapter 7; text ends mid-sentence; 'Thomas' is misidentification
full_chunk_0001,claude-cli,minimax-m2.7,4,4.4,3,3.7,False,False,False,Ends abruptly at source cutoff; 'ancient fat' appears misreading of Latin 'patrib?' (ancient fathers)
full_chunk_0001,minimax-v2,minimax-m2.7,1,1.7,1,3.5,True,True,False,"Not a translation; contains only meta-commentary about analyzing OCR text, self-referential commentary, and speculation about what the Latin might say"
full_chunk_0002,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0002,minimax,minimax-m2.7,2,2.8,3,3.7,True,True,False,Translation fills OCR gaps with speculative interpretations; 'son of God will be a witness' and 'not without torment in the soul' appear unsupported by damaged source
full_chunk_0002,claude-cli,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation handles main argument but has many [unclear] gaps due to corrupted Latin source text
full_chunk_0002,minimax-v2,minimax-m2.7,2,2.8,3,3.7,False,False,False,"Translation incomplete, ends mid-sentence with garbled text; severe OCR corruption in source affects quality"
full_chunk_0003,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0003,minimax,minimax-m2.7,1,1.7,1,3.5,True,True,False,"Not a translation; only OCR analysis and text description, no actual English rendering of Latin"
full_chunk_0003,claude-cli,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Translation conveys main theological argument but omits some Latin content near end, OCR corruption makes exact comparison difficult"
full_chunk_0003,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation is broadly accurate but interpretive where Latin is unclear; some passages like 'he alone was pleased who delighted all the ages' are awkward renderings.
full_chunk_0004,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0004,minimax,minimax-m2.7,2,2.8,2,3.5,False,False,False,Source is severely corrupted OCR Latin; translator honestly renders fragments with many gaps rather than inventing content
full_chunk_0004,claude-cli,minimax-m2.7,4,4.4,4,4.7,False,False,False,Good overall; unclear markers appropriately flag OCR-corrupted passages; translation captures meaning despite source degradation
full_chunk_0004,minimax-v2,minimax-m2.7,2,2.8,1,3.5,False,False,False,Source text severely OCR-damaged; translation shows many gaps and garbled attempts to parse corrupted Latin
full_chunk_0005,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0005,minimax,minimax-m2.7,3,3.5,3,3.7,False,True,False,Translation navigates heavily corrupted OCR Latin with reasonable interpretive guesses; preamble present
full_chunk_0005,claude-cli,minimax-m2.7,3,3.5,2,3.5,False,False,False,Rough translation with many [unclear] brackets; OCR text makes fidelity uncertain; awkward phrasing
full_chunk_0005,minimax-v2,minimax-m2.7,3,3.5,4,4.7,False,False,False,Latin source is heavily OCR-corrupted; English is coherent and appears plausible given available recognizable terms like 'immaculata conceptio' and 'virgo maria'.
full_chunk_0006,public-history,opus-pairwise-adopt,5,5.0,5,5.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0006,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,"Good overall coverage of Immaculate Conception debate, minor awkward phrasing in places"
full_chunk_0006,claude-cli,minimax-m2.7,3,3.5,3,3.7,False,False,False,Reasonable for OCR garble; many [unclear] tags appropriately mark unreadable passages
full_chunk_0006,minimax-v2,minimax-m2.7,4,4.4,5,4.5,False,False,False,Translation is accurate and polished; handles OCR corruption in source well
full_chunk_0007,public-history,opus-pairwise-adopt,4,4.0,4,4.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0007,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Appropriate scholarly handling of severely corrupted OCR; uses [unclear] and [heavily damaged] markers without inventing content
full_chunk_0007,claude-cli,minimax-m2.7,3,3.5,4,4.7,False,True,False,Source is severely corrupted OCR; translation appropriately marks unreadable passages with [unclear]
full_chunk_0007,minimax-v2,minimax-m2.7,3,3.5,4,4.7,False,False,False,Source is severely OCR-damaged; translation appropriately marks illegible passages with brackets and ellipses
full_chunk_0008,public-history,opus-pairwise-adopt,4,4.0,4,4.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0009,public-history,opus-pairwise-adopt,4,4.0,4,4.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0010,public-history,opus-pairwise-adopt,4,4.0,4,4.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0011,public-history,opus-pairwise-adopt,4,4.0,4,4.0,False,False,False,churro-hi adopted via Opus pairwise; faith carried from prior Sonnet 4.57 (pending GLM/Sonnet re-grade)
full_chunk_0001,public,release-certification,,4.55,,4.55,False,False,False,Release certification row derived from manifest.json and data/_quality/scoreboard_gpt_v3.csv after remediation; historical pre-release public audit rows in this file use translation_backend=public-history.
full_chunk_0002,public,release-certification,,4.55,,4.55,False,False,False,Release certification row derived from manifest.json and data/_quality/scoreboard_gpt_v3.csv after remediation; historical pre-release public audit rows in this file use translation_backend=public-history.
full_chunk_0003,public,release-certification,,4.55,,4.55,False,False,False,Release certification row derived from manifest.json and data/_quality/scoreboard_gpt_v3.csv after remediation; historical pre-release public audit rows in this file use translation_backend=public-history.
