record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Complete and accurate rendering; all chapter headings, epistolary content, dates, and proper names correctly translated"
full_chunk_0001,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Mostly accurate; some [Latin unclear] markers; epistle translated well but header left partially in Latin
full_chunk_0001,minimax-v2,minimax-m2.7,3,3.5,4,4.7,False,False,False,Table of contents on p.011 kept in Latin rather than translated to English
full_chunk_0002,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Complete and accurate rendering; all content, psalm quote, and rhetorical structure faithfully reproduced"
full_chunk_0002,minimax,minimax-m2.7,4,4.4,4,4.7,False,True,False,Translation is accurate; flows well; '# Translation' header is a preamble
full_chunk_0002,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Good overall; minor interpretive choices in medieval Latin handling acceptable
full_chunk_0003,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; final [unclear] honestly flags the abrupt Latin cut-off. No invented content.
full_chunk_0003,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation adequate but many passages paraphrased due to corrupted source; ellipses appropriately mark unclear Latin
full_chunk_0003,minimax-v2,minimax-m2.7,1,1.7,1,3.5,False,False,False,Translation is not English but largely corrupted Latin OCR text; fails to render Latin content into English at all.
full_chunk_0004,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Highly accurate; 'daughter's womb' and 'grandmother' are interpretive glosses not literal in Latin but contextually apt
full_chunk_0004,minimax,minimax-m2.7,2,2.8,3,3.7,True,False,False,Final sentence 'he who redeemed us' has no Latin source; 'without cause' mistranslates 'a vero procedit'
full_chunk_0004,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Loose paraphrase of severely OCR-corrupted Latin; editorial insertions like 'Philippus [says]' are questionable
full_chunk_0005,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate and complete; minor smoothing of corrupt/contracted Latin but no invented content
full_chunk_0005,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Translation abruptly cuts off mid-word; Latin continues for another substantial passage that is entirely omitted
full_chunk_0005,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends mid-sentence; final Latin lines about Anne/Elizabeth comparison are omitted entirely
full_chunk_0006,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; final sentence correctly trails off as [unclear] matching abrupt Latin ending
full_chunk_0006,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Generally accurate but with interpretive choices; ending trails off; some phrases could be more precise
full_chunk_0006,minimax-v2,minimax-m2.7,3,3.5,4,4.7,True,False,False,Adds 'throne' and 'ancient saints' not in Latin; mostly accurate but contains minor fabrications
full_chunk_0007,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; [unclear] at truncated final line is honest; 'full of grace' rendering apt
full_chunk_0007,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation captures main sense but omits final fragment ending 'sanctog vi vo'; '[unclear]' tags indicate handled ambiguities
full_chunk_0007,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Translation incomplete, cuts off mid-sentence; awkward phrasing like 'hunt with lies' for mendacium"
full_chunk_0008,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate throughout; minor smoothing of OCR gaps; 'amicitit' rendered as 'is lost' is reasonable conjecture
full_chunk_0008,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation is accurate but ends abruptly with incomplete final sentence
full_chunk_0008,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Generally accurate but some confusing phrasing; OCR damage in Latin makes some passages speculative
full_chunk_0009,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate throughout; 'Île Barbe' correctly identified; [unclear] honestly flagged; minor paraphrases but no fabrications
