record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate rendering; [Mernicensis?] is an honest conjecture flag for the uncertain surname spelling
full_chunk_0001,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Generally accurate but some passages like 'among us' for 'inter legendo' lack precision; awkward phrasing in places
full_chunk_0001,claude-cli,minimax-m2.7,4,4.4,4,4.7,False,False,False,Solid translation; appropriate use of [unclear] tags for OCR-garbled passages; page 006 title translation is reasonable given damaged Latin
full_chunk_0001,minimax-v2,minimax-m2.7,3,3.5,3,3.7,True,False,False,'citizen of Cologne' appears to be an unverified addition not present in the Latin source
full_chunk_0002,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate throughout; '1404' in Latin read as '1504'—likely OCR error not translator fault; minor expansions but no omissions
full_chunk_0002,minimax,minimax-m2.7,2,2.8,2,3.5,False,False,False,Translation attempts to render OCR-damaged Latin with many [unclear] markers; significant content missing.
full_chunk_0002,claude-cli,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate; 'cuiuscumque domini' rendered as 'in every respect for your condition' rather than 'of whatever master' - a minor interpretive choice.
full_chunk_0002,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Solid translation; minor interpretive choices in header and some sentences are slightly smoothed
full_chunk_0003,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; trailing [unclear] markers honestly flag OCR gaps at 'eaue ne donum gratie ad'
full_chunk_0003,minimax,minimax-m2.7,2,2.8,3,3.7,False,False,False,"Fragmentary translation with many ellipses indicating skipped sections; Latin OCR is damaged, making accurate rendering difficult"
full_chunk_0003,claude-cli,minimax-m2.7,3,3.5,3,3.7,False,False,False,Garbled Latin makes assessment difficult; translation interprets conservatively but some passages appear simplified or paraphrased
