record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Title page + cipher/table content; prose header faithfully rendered; cipher rows are not translatable prose
full_chunk_0001,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Translation reconstructs garbled OCR source; plausible but interpretive due to illegible Latin pages
full_chunk_0001,minimax-v2,minimax-m2.7,4,4.4,5,4.5,False,False,False,Appropriate handling of OCR noise; unclear sections correctly marked rather than fabricated
full_chunk_0002,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Plato 'in ten' should be 'not needed/Plato unnecessary'; Latin has 'nec plato necessarius indecen' — minor slip; damaged ending handled correctly
full_chunk_0002,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation error: Latin 'ab iberufale' (from Jerusalem) rendered as 'From Rome'; text also ends mid-sentence
full_chunk_0002,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,"Good overall translation of the sermon on the wounded Church, text appears cut off at end"
full_chunk_0003,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate and complete throughout; [unclear] markers honest; no invented content
full_chunk_0003,minimax,minimax-m2.7,3,3.5,3,3.7,False,True,False,Translation adds opening preamble; some interpretive choices acceptable given OCR corruption but flows unevenly
full_chunk_0003,minimax-v2,minimax-m2.7,3,3.5,3,3.7,True,False,False,Translation captures general sense but adds interpretive leaps for unclear passages like 'doctrineless layfolk scattered a few crumbs' and Psalter quotes
full_chunk_0003,opus-sweep,minimax-m2.7,4,4.4,3,3.7,False,False,False,Handles extremely poor OCR well; appropriate [unclear] markers for illegible passages; captures overall sense of anti-clerical critique
full_chunk_0003,opus-sweep,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Translation conveys meaning but many [unclear] markers reflect damaged OCR source; page 011 largely illegible, final page incomplete."
full_chunk_0004,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate and complete rendering of the Latin throughout; no invented content.
full_chunk_0004,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation captures general meaning but contains approximations due to OCR corruption; final sentence abruptly cut off
full_chunk_0004,minimax-v2,minimax-m2.7,3,3.5,3,3.7,True,False,False,Translation omits substantial Latin text and contains English additions not in source
full_chunk_0005,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Complete, accurate translation; [unclear] markers honest; minor omissions negligible; tone and content fully preserved"
full_chunk_0005,minimax,minimax-m2.7,2,2.8,2,3.5,True,False,False,Translation incomplete and inaccurate: 'abundabit' misread as 'abound in water'; sentence about servant of Christ left unfinished; 'sancta respublica' added; text cuts off abruptly
full_chunk_0005,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation paraphrases heavily corrupted Latin opening passage; some final garbled lines omitted entirely
full_chunk_0006,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; [unclear] marks damaged/illegible spots; final line cut by binding matches Latin Gap element.
full_chunk_0006,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Reasonable handling of severely OCR-damaged text; major content preserved though some garbled passages reconstructed plausibly
