record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0001,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Non-textual placeholder for OCR-damaged/illegible page; correct handling of unreadable source.
full_chunk_0001,minimax,minimax-m2.7,5,4.3,4,4.7,False,False,False,Excellent faithful translation of German terms of use; minor phrasing awkwardness in legal attribution section
full_chunk_0001,minimax-v2,minimax-m2.7,2,2.8,3,3.7,False,True,True,Source is German not Latin; model correctly identified but refused to translate.
full_chunk_0002,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Boilerplate/image pages with OCR noise; [unclear] is an honest placeholder, not a translation failure."
full_chunk_0002,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Good translation; epigram line 7 'turma negat' rendered as 'The Turk denies' may lose nuance of 'turma' meaning group/crowd
full_chunk_0002,minimax-v2,minimax-m2.7,1,1.7,4,4.7,False,True,True,Refused to translate; provided meta-note about specialist handling instead of actual Latin-to-English translation
full_chunk_0003,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Colour-bar/metadata page with scale strip and fragmented OCR; English placeholders match visible Latin fragments accurately
full_chunk_0003,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate; translation cuts off mid-sentence at end (English cuts off at 'we know and un').
full_chunk_0003,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,"Good overall, but 'aceuafisse' mistranslated; text trails off awkwardly at end"
full_chunk_0004,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; 'Forojuliani' correctly rendered as 'of Friuli'; binding-hole gaps honestly marked [unclear]
full_chunk_0004,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Minor translation issue: 'sicut est dictum' rendered as 'as something to be discussed' loses the simpler sense of 'as was said.' Otherwise accurate.
full_chunk_0004,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation captures main arguments well; minor imprecision in 'maximum corpus' rendering
full_chunk_0005,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate throughout; minor omission at 'Lunatij solarem de terreno' lacuna; 'Christophilo' rendered 'Christ-loving' rather than as a proper name
full_chunk_0005,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate but clunky in places; 'aut quantitatetn' rendered as 'or quantity' works; ending cut off due to source truncation
full_chunk_0005,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate translation but ends mid-sentence as source is truncated; minor awkward phrasing like 'a spirit as we can know him'
full_chunk_0006,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Final [unclear] honestly flags untranslatable cipher/corrupted text block; rest is accurate with minor omissions
full_chunk_0006,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Minor glosses like 'made equal to the angels' for 'pares effecti' are interpretive but reasonable; 'euferit' rendered as 'hastened' is slightly loose
